gene_id,gene_name,chromosome,gene_start,gene_end,gene_strand,transcript_id,transcript_name,transcript_start,transcript_end,TSS,TES,gene_id_unversioned
ENSG00000278395.1,AC243829.6,chr17,36241701,36241806,+,ENST00000612652.1,AC243829.6-201,36241701,36241806,36241701,36241806,ENSG00000278395
ENSG00000274933.5,TBC1D3I,chr17,36253456,36264553,-,ENST00000621034.1,TBC1D3I-203,36253954,36264553,36264553,36253954,ENSG00000274933
ENSG00000261499.2,AC233699.1,chr17,36274191,36320547,+,ENST00000569955.2,AC233699.1-201,36274191,36320547,36274191,36320547,ENSG00000261499
ENSG00000265889.1,RF00019,chr17,36285312,36285413,+,ENST00000476024.2,RF00019.754-201,36285312,36285413,36285312,36285413,ENSG00000265889
ENSG00000260287.4,TBC1D3G,chr17,36323884,36334759,+,ENST00000569055.2,TBC1D3G-201,36323884,36334759,36323884,36334759,ENSG00000260287
ENSG00000274226.5,TBC1D3H,chr17,36377531,36388423,-,ENST00000610350.3,TBC1D3H-201,36377531,36388423,36388423,36377531,ENSG00000274226
ENSG00000277029.1,RNU6-1192P,chr17,36404826,36404932,-,ENST00000612197.1,RNU6-1192P-201,36404826,36404932,36404932,36404826,ENSG00000277029
ENSG00000275954.5,TBC1D3F,chr17,36428618,36439566,-,ENST00000620210.1,TBC1D3F-201,36428618,36439566,36439566,36428618,ENSG00000275954
ENSG00000274658.1,TBC1D3J,chr17,36450146,36457535,-,ENST00000620719.1,TBC1D3J-201,36450146,36457535,36457535,36450146,ENSG00000274658
ENSG00000273611.4,ZNHIT3,chr17,36486629,36499310,+,ENST00000619730.4,ZNHIT3-208,36486629,36495823,36486629,36495823,ENSG00000273611
ENSG00000274164.1,RNA5SP439,chr17,36491199,36491322,-,ENST00000617595.1,RNA5SP439-201,36491199,36491322,36491322,36491199,ENSG00000274164
ENSG00000278259.4,MYO19,chr17,36495633,36543435,-,ENST00000611622.4,MYO19-207,36495755,36509922,36509922,36495755,ENSG00000278259
ENSG00000277161.1,PIGW,chr17,36535020,36539310,+,ENST00000619326.1,PIGW-205,36535020,36537934,36535020,36537934,ENSG00000277161
ENSG00000278311.4,GGNBP2,chr17,36544888,36589848,+,ENST00000613102.4,GGNBP2-212,36544888,36589848,36544888,36589848,ENSG00000278311
ENSG00000274756.1,AC243732.1,chr17,36574462,36575325,-,ENST00000612648.1,AC243732.1-201,36574462,36575325,36575325,36574462,ENSG00000274756
ENSG00000278535.4,DHRS11,chr17,36591798,36600806,+,ENST00000618403.4,DHRS11-215,36591798,36600806,36591798,36600806,ENSG00000278535
ENSG00000278619.4,MRM1,chr17,36601572,36608971,+,ENST00000614766.4,MRM1-204,36601572,36608971,36601572,36608971,ENSG00000278619
ENSG00000275720.1,AC243830.2,chr17,36634069,36634698,+,ENST00000618067.1,AC243830.2-201,36634069,36634698,36634069,36634698,ENSG00000275720
ENSG00000276508.1,AC243830.3,chr17,36684754,36685129,+,ENST00000616810.1,AC243830.3-201,36684754,36685129,36684754,36685129,ENSG00000276508
ENSG00000275613.1,AC243830.1,chr17,36722583,36726340,+,ENST00000610398.1,AC243830.1-201,36722583,36726340,36722583,36726340,ENSG00000275613
ENSG00000277268.1,LHX1-DT,chr17,36861674,36936661,-,ENST00000621428.1,LHX1-DT-204,36932109,36936622,36936622,36932109,ENSG00000277268
ENSG00000273706.4,LHX1,chr17,36936785,36944612,+,ENST00000614239.1,LHX1-201,36937475,36944612,36937475,36944612,ENSG00000273706
ENSG00000276707.1,AC243773.1,chr17,36940049,36943456,-,ENST00000614759.1,AC243773.1-201,36940049,36943456,36943456,36940049,ENSG00000276707
ENSG00000275700.4,AATF,chr17,36948875,37056871,+,ENST00000619387.4,AATF-208,36948875,37056871,36948875,37056871,ENSG00000275700
ENSG00000277911.1,AC243773.2,chr17,36980167,36980422,+,ENST00000613270.1,AC243773.2-201,36980167,36980422,36980167,36980422,ENSG00000277911
ENSG00000277589.1,AC244093.4,chr17,36998598,37000034,+,ENST00000620689.1,AC244093.4-201,36998598,37000034,36998598,37000034,ENSG00000277589
ENSG00000276326.1,MIR2909,chr17,37033745,37033813,+,ENST00000617113.1,MIR2909-201,37033745,37033813,37033745,37033813,ENSG00000276326
ENSG00000277579.1,AC244093.3,chr17,37034668,37043252,+,ENST00000615419.1,AC244093.3-201,37034668,37043252,37034668,37043252,ENSG00000277579
ENSG00000278638.1,AC244093.5,chr17,37045462,37052775,-,ENST00000619606.1,AC244093.5-201,37045462,37052775,37052775,37045462,ENSG00000278638
ENSG00000278540.4,ACACA,chr17,37084988,37406818,-,ENST00000616317.4,ACACA-237,37084988,37406780,37406780,37084988,ENSG00000278540
ENSG00000274308.1,AC244093.1,chr17,37140611,37141424,-,ENST00000610837.1,AC244093.1-201,37140611,37141424,37141424,37140611,ENSG00000274308
ENSG00000275029.1,HMGB1P24,chr17,37143607,37144463,-,ENST00000611897.1,HMGB1P24-201,37144136,37144463,37144463,37144136,ENSG00000275029
ENSG00000276810.1,AC244093.2,chr17,37162616,37163139,+,ENST00000620102.1,AC244093.2-201,37162616,37163139,37162616,37163139,ENSG00000276810
ENSG00000278505.4,C17orf78,chr17,37375986,37392708,+,ENST00000615133.1,C17orf78-204,37376043,37392708,37376043,37392708,ENSG00000278505
ENSG00000276054.1,AC243654.3,chr17,37386886,37387926,+,ENST00000617427.1,AC243654.3-201,37386886,37387926,37386886,37387926,ENSG00000276054
ENSG00000276234.4,TADA2A,chr17,37406874,37479730,+,ENST00000610834.4,TADA2A-201,37406886,37438073,37406886,37438073,ENSG00000276234
ENSG00000273965.1,AC243654.1,chr17,37407936,37408594,-,ENST00000620218.1,AC243654.1-201,37407936,37408594,37408594,37407936,ENSG00000273965
ENSG00000275839.1,AC243654.2,chr17,37454171,37454931,+,ENST00000612843.1,AC243654.2-201,37454171,37454931,37454171,37454931,ENSG00000275839
ENSG00000276023.4,DUSP14,chr17,37489831,37513501,+,ENST00000617516.4,DUSP14-206,37489831,37513501,37489831,37513501,ENSG00000276023
ENSG00000275066.4,SYNRG,chr17,37514797,37609496,-,ENST00000612223.4,SYNRG-217,37514797,37609496,37609496,37514797,ENSG00000275066
ENSG00000277688.1,AC243585.2,chr17,37609739,37613841,+,ENST00000619099.1,AC243585.2-201,37609739,37613841,37609739,37613841,ENSG00000277688
ENSG00000278053.4,DDX52,chr17,37609739,37643464,-,ENST00000617633.4,DDX52-213,37609778,37643464,37643464,37609778,ENSG00000278053
ENSG00000274620.1,MIR378J,chr17,37614931,37615039,-,ENST00000611988.1,MIR378J-201,37614931,37615039,37615039,37614931,ENSG00000274620
ENSG00000277501.1,AC243571.2,chr17,37642947,37684252,+,ENST00000615265.1,AC243571.2-201,37642947,37684252,37642947,37684252,ENSG00000277501
ENSG00000274244.1,AC243585.1,chr17,37649133,37650894,+,ENST00000617867.1,AC243585.1-201,37649133,37650894,37649133,37650894,ENSG00000274244
ENSG00000275410.4,HNF1B,chr17,37686432,37745247,-,ENST00000617811.4,HNF1B-204,37686432,37745247,37745247,37686432,ENSG00000275410
ENSG00000275173.1,AC243571.1,chr17,37798894,37802788,-,ENST00000615743.1,AC243571.1-201,37798894,37802788,37802788,37798894,ENSG00000275173
ENSG00000276715.4,YWHAEP7,chr17,37828305,37884743,-,ENST00000620903.2,YWHAEP7-202,37842949,37884743,37884743,37842949,ENSG00000276715
ENSG00000277341.1,RNU6-489P,chr17,37907957,37908063,+,ENST00000618289.1,RNU6-489P-201,37907957,37908063,37907957,37908063,ENSG00000277341
ENSG00000273513.1,TBC1D3K,chr17,37924415,37935365,+,ENST00000620247.1,TBC1D3K-201,37924415,37935365,37924415,37935365,ENSG00000273513
ENSG00000277488.1,RF00001,chr17,37940704,37940790,-,ENST00000618379.1,RF00001.12-201,37940704,37940790,37940790,37940704,ENSG00000277488
ENSG00000274512.5,TBC1D3L,chr17,37977972,37989048,-,ENST00000617678.2,TBC1D3L-202,37978155,37989048,37989048,37978155,ENSG00000274512
ENSG00000274419.6,TBC1D3D,chr17,38003976,38014902,+,ENST00000616101.4,TBC1D3D-201,38003976,38014902,38003976,38014902,ENSG00000274419
ENSG00000278299.5,TBC1D3C,chr17,38057693,38068592,-,ENST00000622206.1,TBC1D3C-201,38057693,38068592,38068592,38057693,ENSG00000278299
ENSG00000274615.1,AC233968.1,chr17,38078262,38124770,+,ENST00000611212.1,AC233968.1-201,38078262,38124770,38078262,38124770,ENSG00000274615
ENSG00000275006.1,RF00019,chr17,38089399,38089500,+,ENST00000614282.1,RF00019.790-201,38089399,38089500,38089399,38089500,ENSG00000275006
ENSG00000278599.5,TBC1D3E,chr17,38127951,38138862,+,ENST00000621587.1,TBC1D3E-201,38127951,38138862,38127951,38138862,ENSG00000278599
ENSG00000274663.1,RNA5SP526,chr17,38144201,38144287,-,ENST00000619782.1,RNA5SP526-201,38144201,38144287,38144287,38144201,ENSG00000274663
ENSG00000274611.3,TBC1D3,chr17,38181659,38192541,-,ENST00000620215.2,TBC1D3-201,38181659,38192541,38192541,38181659,ENSG00000274611
ENSG00000274487.2,AC244154.1,chr17,38195703,38257192,-,ENST00000649858.1,AC244154.1-201,38195703,38257192,38257192,38195703,ENSG00000274487
ENSG00000274284.1,RF00019,chr17,38231043,38231144,-,ENST00000614695.1,RF00019.782-201,38231043,38231144,38231144,38231043,ENSG00000274284
ENSG00000278845.4,MRPL45,chr17,38297023,38323218,+,ENST00000613675.4,MRPL45-203,38297023,38323218,38297023,38323218,ENSG00000278845
ENSG00000277399.4,GPR179,chr17,38325530,38343847,-,ENST00000616987.4,GPR179-203,38325610,38343810,38343810,38325610,ENSG00000277399
ENSG00000274211.4,SOCS7,chr17,38352228,38405593,+,ENST00000612932.4,SOCS7-201,38352245,38405593,38352245,38405593,ENSG00000274211
ENSG00000275832.4,ARHGAP23,chr17,38419280,38512392,+,ENST00000616909.1,ARHGAP23-214,38471939,38482558,38471939,38482558,ENSG00000275832
ENSG00000276170.4,AC244153.1,chr17,38450394,38452444,-,ENST00000617990.4,AC244153.1-201,38450394,38452399,38452399,38450394,ENSG00000276170
ENSG00000277363.4,SRCIN1,chr17,38530016,38605930,-,ENST00000617146.4,SRCIN1-213,38530016,38605930,38605930,38530016,ENSG00000277363
ENSG00000274996.1,AC006449.1,chr17,38601049,38602701,+,ENST00000616263.1,AC006449.1-201,38601049,38602701,38601049,38602701,ENSG00000274996
ENSG00000273604.1,EPOP,chr17,38671703,38675421,-,ENST00000621654.1,EPOP-201,38671703,38675421,38675421,38671703,ENSG00000273604
ENSG00000275238.1,MIR4734,chr17,38702262,38702331,-,ENST00000612893.1,MIR4734-201,38702262,38702331,38702331,38702262,ENSG00000275238
ENSG00000277969.1,AC006449.6,chr17,38702452,38704747,+,ENST00000612330.1,AC006449.6-201,38702452,38704747,38702452,38704747,ENSG00000277969
ENSG00000275532.1,AC006449.2,chr17,38703480,38706261,-,ENST00000618407.1,AC006449.2-201,38703480,38706261,38706261,38703480,ENSG00000275532
ENSG00000275023.4,MLLT6,chr17,38705542,38729803,+,ENST00000621332.4,MLLT6-211,38705542,38729803,38705542,38729803,ENSG00000275023
ENSG00000275665.1,AC006449.3,chr17,38715328,38720272,-,ENST00000620144.1,AC006449.3-201,38715328,38720272,38720272,38715328,ENSG00000275665
ENSG00000273627.1,MIR4726,chr17,38719691,38719748,+,ENST00000615971.1,MIR4726-201,38719691,38719748,38719691,38719748,ENSG00000273627
ENSG00000279119.1,AC006449.7,chr17,38727833,38728198,-,ENST00000623658.1,AC006449.7-201,38727833,38728198,38728198,38727833,ENSG00000279119
ENSG00000277972.1,CISD3,chr17,38730235,38735044,+,ENST00000619858.1,CISD3-206,38730359,38735044,38730359,38735044,ENSG00000277972
ENSG00000276036.1,RNA5SP440,chr17,38731802,38731920,-,ENST00000612665.1,RNA5SP440-201,38731802,38731920,38731920,38731802,ENSG00000276036
ENSG00000277258.4,PCGF2,chr17,38733897,38749817,-,ENST00000616199.4,PCGF2-204,38733898,38749817,38749817,38733898,ENSG00000277258
ENSG00000277182.1,AC006449.5,chr17,38749360,38751457,+,ENST00000610658.1,AC006449.5-201,38749360,38751457,38749360,38751457,ENSG00000277182
ENSG00000277791.4,PSMB3,chr17,38752736,38764231,+,ENST00000619426.4,PSMB3-211,38752736,38764231,38752736,38764231,ENSG00000277791
ENSG00000274607.1,RNU6-866P,chr17,38755279,38755400,-,ENST00000613402.1,RNU6-866P-201,38755279,38755400,38755400,38755279,ENSG00000274607
ENSG00000276293.4,PIP4K2B,chr17,38765689,38800126,-,ENST00000619039.4,PIP4K2B-204,38765689,38799905,38799905,38765689,ENSG00000276293
ENSG00000273559.4,CWC25,chr17,38800434,38825481,-,ENST00000614790.4,CWC25-202,38800434,38825481,38825481,38800434,ENSG00000273559
ENSG00000274054.1,MIR4727,chr17,38825838,38825892,+,ENST00000622232.1,MIR4727-201,38825838,38825892,38825838,38825892,ENSG00000274054
ENSG00000275489.1,C17orf98,chr17,38835088,38841455,-,ENST00000614158.1,C17orf98-201,38835088,38841455,38841455,38835088,ENSG00000275489
ENSG00000125691.12,RPL23,chr17,38847865,38853843,-,ENST00000479035.6,RPL23-206,38847867,38853843,38853843,38847867,ENSG00000125691
ENSG00000252699.1,SNORA21B,chr17,38851524,38851659,-,ENST00000516890.1,SNORA21B-201,38851524,38851659,38851659,38851524,ENSG00000252699
ENSG00000199293.1,SNORA21,chr17,38852863,38852994,-,ENST00000362423.1,SNORA21-201,38852863,38852994,38852994,38852863,ENSG00000199293
ENSG00000244086.1,AC110749.1,chr17,38855314,38855670,+,ENST00000462007.1,AC110749.1-201,38855314,38855670,38855314,38855670,ENSG00000244086
ENSG00000002834.17,LASP1,chr17,38869859,38921770,+,ENST00000318008.10,LASP1-201,38869859,38921770,38869859,38921770,ENSG00000002834
ENSG00000263466.1,AC006441.1,chr17,38903704,38904600,-,ENST00000581083.1,AC006441.1-201,38903704,38904600,38904600,38903704,ENSG00000263466
ENSG00000277057.1,MIR6779,chr17,38914979,38915042,+,ENST00000617283.1,MIR6779-201,38914979,38915042,38914979,38915042,ENSG00000277057
ENSG00000265784.1,AC006441.3,chr17,38918801,38921769,-,ENST00000580121.1,AC006441.3-201,38918801,38921769,38921769,38918801,ENSG00000265784
ENSG00000263874.2,LINC00672,chr17,38925168,38929384,+,ENST00000583195.2,LINC00672-201,38925168,38929384,38925168,38929384,ENSG00000263874
ENSG00000204952.2,FBXO47,chr17,38936432,38967402,-,ENST00000378079.2,FBXO47-201,38936432,38967402,38967402,38936432,ENSG00000204952
ENSG00000265428.1,AC006441.2,chr17,38996323,38996624,-,ENST00000580084.1,AC006441.2-201,38996323,38996624,38996624,38996323,ENSG00000265428
ENSG00000266588.1,AC006441.4,chr17,39003248,39013032,-,ENST00000583161.1,AC006441.4-201,39003248,39013032,39013032,39003248,ENSG00000266588
ENSG00000277426.1,AC006441.5,chr17,39023394,39026742,+,ENST00000612680.1,AC006441.5-201,39023394,39026742,39023394,39026742,ENSG00000277426
ENSG00000266013.1,LINC02079,chr17,39026715,39027110,-,ENST00000582518.1,LINC02079-201,39026715,39027110,39027110,39026715,ENSG00000266013
ENSG00000214553.10,LRRC37A11P,chr17,39027277,39053205,+,ENST00000425901.2,LRRC37A11P-201,39029906,39053205,39029906,39053205,ENSG00000214553
ENSG00000266048.1,AC091178.1,chr17,39033926,39034042,-,ENST00000584401.1,AC091178.1-201,39033926,39034042,39034042,39033926,ENSG00000266048
ENSG00000263818.5,RDM1P5,chr17,39057019,39113190,+,ENST00000583447.5,RDM1P5-203,39057019,39081451,39057019,39081451,ENSG00000263818
ENSG00000161381.13,PLXDC1,chr17,39063303,39154394,-,ENST00000578517.5,PLXDC1-213,39067130,39153027,39153027,39067130,ENSG00000161381
ENSG00000141748.12,ARL5C,chr17,39156894,39167484,-,ENST00000583123.1,ARL5C-205,39164079,39167065,39167065,39164079,ENSG00000141748
ENSG00000280177.1,AC004408.2,chr17,39165073,39167849,+,ENST00000623613.1,AC004408.2-201,39165073,39167849,39165073,39167849,ENSG00000280177
ENSG00000266101.1,AC004408.1,chr17,39173290,39177503,+,ENST00000579256.1,AC004408.1-201,39173290,39177503,39173290,39177503,ENSG00000266101
ENSG00000067191.15,CACNB1,chr17,39173456,39197703,-,ENST00000394303.7,CACNB1-202,39173456,39197703,39197703,39173456,ENSG00000067191
ENSG00000108298.11,RPL19,chr17,39200283,39204732,+,ENST00000225430.9,RPL19-201,39200283,39204732,39200283,39204732,ENSG00000108298
ENSG00000141750.6,STAC2,chr17,39210536,39225872,-,ENST00000333461.5,STAC2-201,39210536,39225872,39225872,39210536,ENSG00000141750
ENSG00000265460.6,AC015910.1,chr17,39238466,39250818,+,ENST00000580264.1,AC015910.1-202,39243963,39250818,39243963,39250818,ENSG00000265460
ENSG00000108306.12,FBXL20,chr17,39252644,39402523,-,ENST00000264658.10,FBXL20-201,39252644,39401663,39401663,39252644,ENSG00000108306
ENSG00000266469.1,AC005288.1,chr17,39401793,39406233,+,ENST00000582842.1,AC005288.1-201,39401793,39406233,39401793,39406233,ENSG00000266469
ENSG00000125686.11,MED1,chr17,39404285,39451286,-,ENST00000300651.10,MED1-201,39406601,39451286,39451286,39406601,ENSG00000125686
ENSG00000167258.13,CDK12,chr17,39461511,39564907,+,ENST00000430627.6,CDK12-201,39461761,39532477,39461761,39532477,ENSG00000167258
ENSG00000222777.1,RNU6-233P,chr17,39546104,39546244,-,ENST00000410845.1,RNU6-233P-201,39546104,39546244,39546244,39546104,ENSG00000222777
ENSG00000273576.1,AC009283.1,chr17,39566915,39567559,+,ENST00000615852.1,AC009283.1-201,39566915,39567559,39566915,39567559,ENSG00000273576
ENSG00000171532.4,NEUROD2,chr17,39603536,39609777,-,ENST00000302584.4,NEUROD2-201,39604780,39607943,39607943,39604780,ENSG00000171532
ENSG00000214546.3,AC087491.1,chr17,39619613,39622513,+,ENST00000398554.1,AC087491.1-201,39619613,39622513,39619613,39622513,ENSG00000214546
ENSG00000131771.13,PPP1R1B,chr17,39626740,39636626,+,ENST00000254079.8,PPP1R1B-201,39626924,39636626,39626924,39636626,ENSG00000131771
ENSG00000131748.15,STARD3,chr17,39637065,39663484,+,ENST00000336308.9,STARD3-201,39637065,39663484,39637065,39663484,ENSG00000131748
ENSG00000173991.5,TCAP,chr17,39664187,39666555,+,ENST00000309889.2,TCAP-201,39664187,39666555,39664187,39666555,ENSG00000173991
ENSG00000141744.3,PNMT,chr17,39667981,39670475,+,ENST00000269582.2,PNMT-201,39668158,39670475,39668158,39670475,ENSG00000141744
ENSG00000161395.13,PGAP3,chr17,39671122,39696797,-,ENST00000300658.8,PGAP3-201,39671122,39688107,39688107,39671122,ENSG00000161395
ENSG00000141736.13,ERBB2,chr17,39687914,39730426,+,ENST00000584014.5,ERBB2-216,39688101,39695181,39688101,39695181,ENSG00000141736
ENSG00000265178.1,MIR4728,chr17,39726495,39726561,+,ENST00000580969.1,MIR4728-201,39726495,39726561,39726495,39726561,ENSG00000265178
ENSG00000141741.11,MIEN1,chr17,39728496,39730787,-,ENST00000394231.7,MIEN1-201,39729156,39730787,39730787,39729156,ENSG00000141741
ENSG00000141738.13,GRB7,chr17,39737927,39747291,+,ENST00000309156.8,GRB7-201,39737927,39747284,39737927,39747284,ENSG00000141738
ENSG00000161405.16,IKZF3,chr17,39757715,39864188,-,ENST00000346872.7,IKZF3-203,39757715,39864188,39864188,39757715,ENSG00000161405
ENSG00000264663.1,KRT8P34,chr17,39835037,39836080,-,ENST00000577607.1,KRT8P34-201,39835037,39836080,39836080,39835037,ENSG00000264663
ENSG00000226117.1,AC090844.1,chr17,39839369,39839524,-,ENST00000422019.1,AC090844.1-201,39839369,39839524,39839524,39839369,ENSG00000226117
ENSG00000186075.12,ZPBP2,chr17,39868164,39877896,+,ENST00000348931.8,ZPBP2-201,39868164,39877144,39868164,39877144,ENSG00000186075
ENSG00000073605.18,GSDMB,chr17,39904595,39919854,-,ENST00000394175.6,GSDMB-203,39904595,39917540,39917540,39904595,ENSG00000073605
ENSG00000172057.9,ORMDL3,chr17,39921041,39927601,-,ENST00000304046.6,ORMDL3-201,39921041,39927601,39927601,39921041,ENSG00000172057
ENSG00000264968.1,AC090844.2,chr17,39927742,39939601,+,ENST00000578478.1,AC090844.2-202,39927844,39929355,39927844,39929355,ENSG00000264968
ENSG00000204913.5,LRRC3C,chr17,39941474,39944747,+,ENST00000377924.4,LRRC3C-201,39941474,39944747,39941474,39944747,ENSG00000204913
ENSG00000167914.11,GSDMA,chr17,39953263,39977766,+,ENST00000301659.8,GSDMA-201,39962973,39977766,39962973,39977766,ENSG00000167914
ENSG00000108344.14,PSMD3,chr17,39980797,39997960,+,ENST00000264639.8,PSMD3-201,39980797,39997960,39980797,39997960,ENSG00000108344
ENSG00000265799.1,AC090844.3,chr17,40012226,40014705,-,ENST00000583462.1,AC090844.3-201,40012226,40014629,40014629,40012226,ENSG00000265799
ENSG00000108342.12,CSF3,chr17,40015361,40017813,+,ENST00000394149.7,CSF3-204,40015361,40017813,40015361,40017813,ENSG00000108342
ENSG00000008838.19,MED24,chr17,40019097,40061215,-,ENST00000394128.6,MED24-204,40019102,40054405,40054405,40019102,ENSG00000008838
ENSG00000283721.1,MIR6884,chr17,40026332,40026409,-,ENST00000614287.1,MIR6884-201,40026332,40026409,40026409,40026332,ENSG00000283721
ENSG00000238793.1,SNORD124,chr17,40027542,40027645,-,ENST00000459577.1,SNORD124-201,40027542,40027645,40027645,40027542,ENSG00000238793
ENSG00000126351.12,THRA,chr17,40058290,40093867,+,ENST00000264637.8,THRA-201,40062810,40093867,40062810,40093867,ENSG00000126351
ENSG00000126368.5,NR1D1,chr17,40092787,40100725,-,ENST00000246672.3,NR1D1-201,40092787,40100725,40100725,40092787,ENSG00000126368
ENSG00000279199.1,AC068669.1,chr17,40113215,40115442,-,ENST00000623793.1,AC068669.1-201,40113215,40115442,40115442,40113215,ENSG00000279199
ENSG00000188895.11,MSL1,chr17,40122298,40136916,+,ENST00000398532.8,MSL1-202,40122298,40136916,40122298,40136916,ENSG00000188895
ENSG00000108349.16,CASC3,chr17,40140318,40172183,+,ENST00000418132.7,CASC3-203,40140318,40167080,40140318,40167080,ENSG00000108349
ENSG00000284144.1,MIR6866,chr17,40161933,40162001,+,ENST00000638146.1,MIR6866-201,40161933,40162001,40161933,40162001,ENSG00000284144
ENSG00000108352.12,RAPGEFL1,chr17,40177010,40195656,+,ENST00000456989.6,RAPGEFL1-202,40177010,40193788,40177010,40193788,ENSG00000108352
ENSG00000274621.1,MIR6867,chr17,40193597,40193663,+,ENST00000610636.1,MIR6867-201,40193597,40193663,40193597,40193663,ENSG00000274621
ENSG00000171475.13,WIPF2,chr17,40219304,40284136,+,ENST00000323571.8,WIPF2-201,40219322,40284136,40219322,40284136,ENSG00000171475
ENSG00000094804.10,CDC6,chr17,40287633,40304657,+,ENST00000209728.8,CDC6-201,40287633,40304657,40287633,40304657,ENSG00000094804
ENSG00000131759.17,RARA,chr17,40309192,40357643,+,ENST00000254066.9,RARA-201,40309194,40356796,40309194,40356796,ENSG00000131759
ENSG00000265666.1,RARA-AS1,chr17,40340867,40343136,-,ENST00000581080.1,RARA-AS1-201,40340867,40343136,40343136,40340867,ENSG00000265666
ENSG00000278918.1,AC080112.3,chr17,40348049,40350539,-,ENST00000623156.1,AC080112.3-201,40348049,40350539,40350539,40348049,ENSG00000278918
ENSG00000266208.1,AC080112.1,chr17,40360655,40364693,+,ENST00000578774.1,AC080112.1-201,40360655,40364693,40360655,40364693,ENSG00000266208
ENSG00000183153.6,GJD3,chr17,40362931,40363815,-,ENST00000578689.1,GJD3-201,40362931,40363815,40363815,40362931,ENSG00000183153
ENSG00000264655.1,PPIAP54,chr17,40367952,40368438,+,ENST00000583752.1,PPIAP54-201,40367952,40368438,40367952,40368438,ENSG00000264655
ENSG00000252618.1,RNA5SP441,chr17,40374089,40374176,+,ENST00000516809.1,RNA5SP441-201,40374089,40374176,40374089,40374176,ENSG00000252618
ENSG00000278346.1,AC080112.2,chr17,40380666,40381838,-,ENST00000612552.1,AC080112.2-201,40380666,40381838,40381838,40380666,ENSG00000278346
ENSG00000131747.14,TOP2A,chr17,40388516,40417950,-,ENST00000423485.5,TOP2A-201,40388516,40417950,40417950,40388516,ENSG00000131747
ENSG00000222881.1,RF00019,chr17,40391232,40391338,-,ENST00000410949.1,RF00019.618-201,40391232,40391338,40391338,40391232,ENSG00000222881
ENSG00000240125.1,RPL23AP75,chr17,40439467,40439917,-,ENST00000491601.1,RPL23AP75-201,40439467,40439917,40439917,40439467,ENSG00000240125
ENSG00000141753.6,IGFBP4,chr17,40443461,40457731,+,ENST00000269593.4,IGFBP4-201,40443461,40457731,40443461,40457731,ENSG00000141753
ENSG00000279806.1,AC018629.1,chr17,40473554,40475289,-,ENST00000623381.1,AC018629.1-201,40473554,40475289,40475289,40473554,ENSG00000279806
ENSG00000131746.12,TNS4,chr17,40475828,40501597,-,ENST00000254051.10,TNS4-201,40475828,40501597,40501597,40475828,ENSG00000131746
ENSG00000266088.5,AC004585.1,chr17,40517026,40527002,+,ENST00000577557.1,AC004585.1-202,40525561,40527002,40525561,40527002,ENSG00000266088
ENSG00000126353.3,CCR7,chr17,40553769,40565472,-,ENST00000246657.2,CCR7-201,40553769,40565472,40565472,40553769,ENSG00000126353
ENSG00000279775.1,AC004585.2,chr17,40597113,40598585,-,ENST00000624090.1,AC004585.2-201,40597113,40598585,40598585,40597113,ENSG00000279775
ENSG00000073584.19,SMARCE1,chr17,40624962,40648864,-,ENST00000348513.11,SMARCE1-202,40624962,40648864,40648864,40624962,ENSG00000073584
ENSG00000264058.2,AC073508.2,chr17,40627356,40665141,-,ENST00000476049.1,AC073508.2-202,40628797,40665141,40665141,40628797,ENSG00000264058
ENSG00000278834.1,AC073508.3,chr17,40648300,40649718,+,ENST00000619697.1,AC073508.3-201,40648300,40649718,40648300,40649718,ENSG00000278834
ENSG00000213424.8,KRT222,chr17,40654665,40665181,-,ENST00000394049.5,KRT222-201,40654665,40665156,40665156,40654665,ENSG00000213424
ENSG00000224244.1,AC073508.1,chr17,40687038,40689360,-,ENST00000428866.1,AC073508.1-201,40687038,40689360,40689360,40687038,ENSG00000224244
ENSG00000167916.4,KRT24,chr17,40697991,40703750,-,ENST00000264651.2,KRT24-201,40697991,40703750,40703750,40697991,ENSG00000167916
ENSG00000229028.2,KRT223P,chr17,40717235,40721932,-,ENST00000422957.1,KRT223P-201,40717235,40719140,40719140,40717235,ENSG00000229028
ENSG00000204897.6,KRT25,chr17,40748021,40755332,-,ENST00000312150.4,KRT25-201,40748021,40755332,40755332,40748021,ENSG00000204897
ENSG00000186393.5,KRT26,chr17,40766238,40772162,-,ENST00000335552.4,KRT26-201,40766238,40772162,40772162,40766238,ENSG00000186393
ENSG00000171446.6,KRT27,chr17,40776808,40782534,-,ENST00000301656.3,KRT27-201,40776808,40782534,40782534,40776808,ENSG00000171446
ENSG00000173908.8,KRT28,chr17,40792203,40799959,-,ENST00000306658.7,KRT28-201,40792203,40799959,40799959,40792203,ENSG00000173908
ENSG00000264488.1,AC090283.1,chr17,40803744,40809296,+,ENST00000582101.1,AC090283.1-201,40803744,40809296,40803744,40809296,ENSG00000264488
ENSG00000186395.7,KRT10,chr17,40818117,40822595,-,ENST00000269576.5,KRT10-201,40818117,40822595,40822595,40818117,ENSG00000186395
ENSG00000167920.8,TMEM99,chr17,40819106,40836274,+,ENST00000436612.5,TMEM99-202,40819106,40835085,40819106,40835085,ENSG00000167920
ENSG00000265359.1,AC004231.3,chr17,40850800,40863282,+,ENST00000579136.1,AC004231.3-201,40850800,40863282,40850800,40863282,ENSG00000265359
